,Unnamed: 0,text,labels,target,action
135,135,"VALLEJO - Vallejo firefighters have released photos of a Monday night accident in which a Mercedes driver safely survived a plunge from an I780 on-ramp. According to a Vallejo Firefighters Facebook post, the female driver survived the rollover crash of her vehicle by wearing a seat belt, which kept her safely restrained. Firefighters say they responded to a report of an overturned vehicle at the on-ramp to westbound I780 from Glen Cove Rd in Vallejo at 8:07 p.m. Monday night. Arriving firefighters and paramedics say they found the red Mercedes down an embankment and on its side, with a single person trapped in the vehicle. Firefighters say they stabilized the vehicle to prevent it from rolling over, then removed the windshield to get the driver out. The woman was able to walk to a medical gurney, according to authorities, and was transported to Sutter Hospital in Vallejo for treatment. The California Highway Patrol/Solano is investigating the accident. -images via Vallejo Firefighters",0,8,5
136,136,"A former lawyer from Flemington, who defrauded lenders out of $40.8 million in a mortgage loan scheme was sentenced Wednesday to 48 months in prison, U.S. Attorney Paul J. Fishman announced. Joseph W. Witkowski, 70, of Flemington, previously pleaded guilty to an indictment charging him with one count each of conspiracy to commit wire fraud and conspiracy to commit money laundering. U.S. District Judge Joseph H. Rodriguez imposed the sentence on March 8 in Camden federal court. Witkowski and his conspirators were found to have located oceanfront condominiums overbuilt by financially distressed developers in Wildwood Crest, New Jersey; premier real estate in vacation destinations in Georgia and South Carolina; and properties in New Jersey owned by financially distressed homeowners facing foreclosure. They then recruited straw buyers – people with good credit scores but lacking the financial resources to qualify for mortgage loans – to purchase those properties, according to documents filed in this case and statements made in court. Witkowski and his conspirators created false documents, including fake W-2 forms, income tax returns, investment statements, and rental agreements, to make the straw buyers appear more creditworthy than they actually were. They also established numerous telephone lines for companies owned by some of the conspirators so that when a lender contacted the telephone number, the conspirators could falsely verify that a straw buyer was employed by the company listed on his or her fraudulent loan application, according to documents filed in this case and statements made in court. Witkowski also caused fraudulent mortgage loan applications in the name of the straw buyers and supporting documents, which attributed to the straw buyers inflated income and assets, to be submitted to mortgage lenders. Once the loans were approved and the mortgage lenders sent the loan proceeds in connection with real estate closings on the properties, Witkowski and his conspirators had some of the funds wired or checks deposited into various accounts that he and his conspirators controlled, according to the report. In addition to the prison term, Judge Rodriguez sentenced Witkowski to three years of supervised release and ordered restitution of $13,105570. As part of his plea agreement, he must forfeit $2,412,899, representing the proceeds of the fraud. (Image via Mark Moz) Have a news tip? Email alexis.tarrazi@patch.com. Get Patch breaking news alerts sent right to your phone with our new app. Download here.",0,8,5
137,137,"A St. Louis Park man is accused of threatening to bring a hammer down on his girlfriends head after a dispute over grocery money. Joe Konyongar Seeyah, 47, is charged with one felony count of making terroristic threats and two counts of misdemeanor domestic assault for the Sept. 13 incident. A little before 5 p.m. on Friday the 13th, Seeyah and his girlfriend were arguing about grocery money at the apartment they had shared for the past two years on the 8200 block of 30 1/2 Street. According to the criminal complaint, Seeyah punched his girlfriend in the chest, causing her to fall down and hit her head on a wall. She then tried to get up and said she didnt want any trouble, according to the complaint, but Seeyah threw her back to the ground, tearing her shirt and breaking her necklace and glasses. She then went to her bedroom, followed by Seeyah, who had picked up a hammer. If you dont give me money, I will bust your head with this hammer, and you will go to the hospital, and I will go to jail, Seeyah said, according to his girlfriend. Fearful for her safety, she then gave him $200, locked herself in her room and called police. When police arrived, she said her chest and head were sore from Seeyahs punch and her collapse into a wall. Seeyah told police that he was angry, that the argument became physical and that, at one point, he had held a hammer in his hand.",0,8,5
138,138,"Last November, the Quonset Development Corporation gave the town until June 30 to relocate its fire maintenance operation, which has been housed in a building on Power Street. That move had been a long time coming, officials acknowledge. Ocean State Job Lot acquired an option to buy the property from QDC several years ago and that option expires in November. So, the town must move its fire maintenance. There are options, but the Town Council has not yet committed to a plan. Several weeks ago, Town Manager Michael Embury told the Council he was negotiating with QDC on a long-term lease for the old Bostitch building on Callahan Road. QDC approved a 10-year, $1.2 million lease on the building, with Town Councilors Liz Dolan and Richard Welch (who also sit on the QDC board) abstaining. The Council, however, voted 2-3 against the lease option, with Dolan and Carol Hueston voting for it and Welch, Kerry McKay and Kevin Maloney voting against. It was not a permanent answer, said Welch. It was a 10-year lease with no option to buy. It requires an awful lot of work to the building to accommodate the different uses needed. The town does own land next to the Department of Public Works facility on Babcock Road. In fact, Embury and others say the land was acquired six years ago to provide space to build a fire maintenance facility. But the towns arrangement with QDC for use of the building on Power Street – the town pays no rent, only the cost of utilities – made any move that would cost significant money easy to put off. After the Town Council failed to approve leasing the Bostitch building, discussion of what to do turned to the possibility of purchasing a prefabricated structure to place at on that town-owned land next to DPW. Fire maintenance is not the only piece of the puzzle however. The town is also looking to maintain a climate-controlled document storage space and it would like a place to house golf carts. It quickly became clear at a meeting earlier this month that there were many unanswered questions regarding such a project, including whether or not the land next to DPW could accommodate a building large enough for all those purposes. For Welch, the June 30 deadline is an artificial emergency. Is there an emergency here? I dont believe it is, he said. Its not an emergency until the weather gets cold. In the meantime, he said, the Town Council needs to look at issue with an eye to a more permanent solution. As for fire maintenance in the interim? The town could use space at DPW, Welch suggested. For Embury, theres a sense of frustration. The property was bought about six years ago, he said. We knew it was coming. Were here. The council has tapped the School Facilities Committee to look at the various options. The topic will be back on the councils agenda at its meeting on Monday.",0,8,5
139,139,"Update, 2:45 p.m. Wednesday: The Pennsylvania State Police announced that Betty E. Depolis has been located. The Pennsylvania State Police have issued a Missing Endangered Person Advisory for Betty E. Depolis, 85, of Plymouth Township, who was last seen leaving a Skippack home on Sunday. Depolis, of Galahad Road in Plymouth Township, left her sons house on Martha Lane in Skippack Township and may have been driving home, according to police.. Depolis is 5-feet, 5-inches tall and 150 pounds with white hair and brown eyes.  She was last seen wearing a white t-shirt with a red, pink and black heart design, light blue jeans and brown flip flops. Depolis was driving a 2003 Toyota Camry with license plate number EZN6727. Anyone with information on Depolis is asked to contact police at 610-584-1250 and reference incident number K03-1945606.",0,8,5
140,140,"The case to apprehend the person who fatally stabbed a 71-year-old woman at her home in Sandy Springs remains active, as detectives continue to follow-up on leads coming into the Police Department. Investigators have recovered Kay Thomassons 2012 black Kia Sorrento Saturday at an apartment complex in Chamblee, said Sandy Springs police spokesperson Sgt. Sam Worsham. Thomassons body was found at 7 p.m. June 27 in her home on Old Woodbine Road, which is located off Peachtree Dunwoody Road near Churchill Downs Road. Her vehicle was stolen from the scene, and police uploaded the car as stolen and connected to a homicide in an effort to track down the Sorrento. Sandy Springs police Sgt. Sam Worsham previously said officers were called to the scene by a family member after Thomasson missed an appointment she was scheduled to attend on Wednesday. Capt. Forrest Bohannon added investigators learned Thomasson was murdered during the early morning hours of June 27. (For more news like this, find your local Patch here. If you have an iPhone, click here to get the free Patch iPhone app; download the free Patch Android app here) According to a death notice, a graveside funeral service for Thomasson will be held at 12:30 p.m. Saturday, July 7 at Arlington Memorial Park in Sandy Springs. The family will accept visitors from 10 a.m. to noon at H.M. Patterson & Son-Oglethorpe Hill Chapel in Brookhaven. The Sandy Springs Police Department is offering a $10,000 reward to anyone who provides information leading to an arrest and conviction of those responsible for the incident. Crime Stoppers Atlanta is also offering a $2,000 reward for information related to the case. Anyone with information is asked to contact Sandy Springs police detective JT Williams at (770) 551-6937 or Crime Stoppers Atlanta at 404-577-TIPS (8477). Return to Patch for updates.  Image via Shutterstock",0,8,5
141,141,"A former nursing home employee faces criminal charges after police said she struck a resident at the care center. Diann Baker, 56, was charged Friday in St. Louis County Circuit Court with elder abuse. said in a report that Baker repeatedly struck the resident at Rosewood Care Center, 11278 Schuetz Road in unincorporated St. Louis County on April 10, 2011. The victim was more than 60 years old.",0,8,5
142,142,"Police arrested a Mystic man Wednesday on charges of marijuana possession and cultivation, The Day reported. William J. Hartung IV, 33, is charged with running marijuana growing and selling operations from his Oslo Street residence, according to The Day. Officers said they seized seven pounds of marijuana, 14 plants and $1,365. The arrest was a combined effort from the Groton Town Police Department and the Regional Community Enhancement Task Force, The Day reported. The suspect was released on bond pending his court appearance. Read the full story at The Day. Image via Shutterstock.",0,8,5
143,143,"UPDATE 8:52 a.m. Wednesday, May 8 A man shot on Monument Street late Tuesday night has apparently died, according to reports from the Boston Globe and other sources. Patch will confirm this information with police as soon as possible. ORIGINAL POST Boston Police responded to the area of 85 Monument St. in Charlestown Tuesday night, at around 10:30 p.m., for the report of shots fired, a department spokesman said. No information was available yet about whether anyone was injured or whether a suspect or suspects were in custody. At least one Twitter user was reporting from the police scanner that a man had been shot in the chest and stomach, but the BPD spokesman could not confirm that as of 10:45 p.m. Charlestown Patch will have more on the incident as information becomes available.",0,8,5
144,144,"A Detroit mom is accused of beating up her 15-year-old daughter because she is gay, according to media reports. Iyesha K. Porter, 34, was charged earlier this month with third-degree felony child abuse and assault and battery in a case prosecuted by Wayne County Prosecutor Kym Worthys office and supported by the Fair Michigan Justice Project. The alleged assault occurred on Nov. 11 after Porter discovered letters her daughter and another female teen had exchanged. According to media reports, Porter signed her daughter out of school and took her home, where she allegedly hit, kicked and pushed her while shouting gay slurs. The teen has been placed in her fathers custody, and a no-contact order issued by the court prohibits Porter from contacting her daughter. Porter allegedly disowned her daughter and said she was too young to be a (expletive/slur), Detroit Police Officer Donnie Harris said during a hearing on the charges this week, WDIV-TV reported. The daughter took the stand as well and said that she was scared about how her mother would react when she learned of her sexual orientation, WJBK reported. Her fears werent unfounded. Dana Nessel, president of Fair Michigan, a group that advocates for LGBTQ individuals in the absence of civil rights protections for them in Michigans Constitution — said the teens account of what happened isnt all that unusual, but similar occurrences had been swept under the rug. This case is an unfortunate example of the physical and mental harm that LGBTQ youths suffer when their sexual orientation is discovered by hostile family members, Nessel said. The Fair Michigan Justice Project, in association with the Wayne County Prosecutors Office and the Detroit Police Department, stands ready to aggressively prosecute these brutal crimes committed against members of the LGBTQ community. Nessel said the case sends a strong message that it is not appropriate to deal with your child this way under any set of circumstances but that being bisexual, gay or trans is nothing a child should be punished for. Often, she said, teens who are kicked out of their homes because of their sexual orientation end up on the streets, turn to drugs or even commit suicide. We cant let this happen anymore, Nessel said. Photo via Shutterstock",1,4,0
145,145,"A Glen Burnie man whose speeding car plowed into two trees was critically injured when his lower extremities were trapped in the wreckage, authorities said. The single-vehicle accident was reported about 2:15 a.m. Sunday morning on northbound Ritchie Highway just north of the intersection of Route 10 in Pasadena. Anne Arundel County firefighters found a vehicle which had struck two trees at a high rate of speed, trapping the driver and lone occupant. The patients legs were severely entangled in the vehicle, and a request was made for a Maryland State Police helicopter and the GO-TEAM from the University of Maryland Shock Trauma. The GO-TEAM is a physician-led team that can be requested when a patient has suspected life-threatening injuries and extrication times are expected to exceed one hour. The patient was extricated in about an hour before the GO-TEAM arrived at the crash site. The driver -- Jordan Michael Ellenberger, 26, of 112 Sunset Drive in Glen Burnie -- was taken by Maryland State Police helicopter to Shock Trauma in critical condition. »Photos of Pasadena crash site courtesy of Anne Arundel County Fire Department",0,8,5
146,146,"A Newtown Township man was arrested for DUI after a hit and run incident on Nov. 12, according to Newtown Township Police. Justin Nusblatt, 28, of Newtown Township, was arrested for DUI after he hit a bicyclist while he was driving on South Eagle Road near the Bank of America at about 9:43 p.m. on Nov. 12, police said. Police said a witnesses saw the incident happen, called police, and followed the vehicle Nusblatt was driving. Police stopped Nusblatt on West Hanover Street near Beech Street and arrested him based for DUI based on their observations of Nusblatt, police said. DUI charges are pending the results of a blood alcohol test, police said. Police said the bicyclist was a juvenile who suffered non life threatening injuries. Image via Shutterstock",0,8,5
147,147,"Paul M. Abbate, special agent in charge of the FBI Detroit Field Office, and Chief Gary Mayer of the Troy Police Department, announced that the FBI is offering a $10,000 reward for information leading to the arrest and conviction of the individual(s) responsible for the Oct. 1 obbery of an armored van operated by Total Armored Car Service, Inc. Around 9:30 a.m. on Oct. 1, a black male, riding a bicycle, and wearing a hooded sweatshirt and ski mask, approached the armored van in front of Troy Athens High School on John R. Road in Troy. The suspect pointed a gun at the driver, and the driver exited the vehicle. The suspect then stole the vehicle and drove away. The armored van was recovered a short time later by the Troy Police Department behind the Troy International Church of God on East Wattles Road near North Rochester Road. The investigation is being worked jointly by the FBI Oakland County Gang and Violent Crimes Task Force and the Troy Police Department. The FBI Oakland County Gang and Violent Crimes Task Force is comprised of special agents with the FBI Detroit Field Office, Oakland County Resident Agency; and state and local law enforcement officers with the Oakland County Sheriffs Office, the Michigan State Police, the Michigan Department of Correction/Parole, and the Bloomfield Township, Auburn Hills, Southfield, and Waterford Township Police Departments. Members of the public should not try to apprehend any suspect(s). Anyone with information may contact the FBI Detroit Field Office 24 hours a day at (313) 965-2323, or the Troy Police Department Tip Line at (248) 524-0777. _____ Photo via Shutterstock",0,8,5
148,148,"- A Peabody man pleaded not guilty in Malden District Court Tuesday to one count of animal cruelty. Steven Severino, 31, of Peabody, was arrested by Everett Police Monday after neighbors reported hearing what sounded like a dog yelp and an animal being thrown against a structure. Police said the dog died after suffering a broken jaw and other injuries. Severino, who denied hurting the dog, was released on $150 bail. He is due back in court on November 7. Subscribe to Peabody Patch for more local news and real-time alerts. Patch file photo via Shutterstock. Dave Copeland can be reached at dave.copeland@patch.com or by calling 617-433-7851. Follow him on Twitter (@CopeWrites) and Facebook (/copewrites).",0,8,5
149,149,"A South Side building was evacuated Thursday after a possible explosive device containing dynamite was discovered by Chicago police, according to ABC 7 Eyewitness News. Authorities were still investigating the incident, but there were no reports of injuries, the report added. The evacuation happened Thursday, June 8, in the 5700 block of South Michigan Avenue in the Washington Park neighborhood after police were serving a warrant on an occupant of a home in that area, the report stated. Thats when officers found the dynamite inside, the report added. Police bomb and arson units were called in while the building was being secured, according to NBC 5 Chicago. (Get Patch real-time email alerts for the latest news for the South Side and Chicago — or other neighborhoods. And iPhone users: Check out Patchs new app.) A nearby elementary school on the same block — William W. Carter School — was put in lockdown because of the possible discovery, ABC 7 reports. The University of Chicago campus also is only about a mile away from the area. Patch will continue to update this story. More via ABC 7 Eyewitness News and NBC 5 Chicago Photo via Shutterstock Like What Youre Reading? Stay Patched In!",0,8,5
150,150,"State police from the Troop C barracks are investigating a December fatal motorcycle crash on Interstate-84. At 3:38 a.m. on Wednesday, a 2005 Honda CBR10 sportbike registered in Massachusetts was traveling westbound about three-tenths -of-a-mile over the Connecticut Border when it veered off the left side of the highway and hit a metal guardrail, state police said. The driver was thrown from the bike and sustained fatal injuries, according to a crash report. The name of the rider had not been released as of Thursday afternoon. Photo Credit: Shutterstock",0,8,5
151,151,"A 29-year-old Weston man was arrested on a charge of sixth-degree larceny after he allegedly shoplifted five Benzedrex nasal inhalers last month from a CVS on Park Street in New Canaan, according to police. Ryan E. Burke, of Brookwood Lane, allegedly grabbed the inhalers at about 9:30 a.m. on May 22 and quickly walked out of the store, but not before he was spotted by store employees who got the license plate of the car he drove off in, said police. Based on video surveillance from the store and the witness statements, Burke turned himself in to the New Canaan Police on the above charge on 06/02/17, wrote police in a statement. He was released after on a promise to appear in Norwalk Superior Court on June 12. Image via Shutterstock",0,8,5
152,152,"by Patricia A. Miller You couldnt blame Seaside Heights police if they were a little nervous about preparing for the arrival of 30,000 people in town for the recent Gentlemen of the Road music festival. The Ocean County Sheriffs Department was on the scene with a mobile command unit, eight bomb-sniffing dogs made periodic inspections through the crowds, security was increased and an officer even patrolled the beach on horseback, Police Chief Thomas J. Boyd said. In the end, none of the beefed-up security was needed. It was the nicest group of people weve ever had in Seaside Heights, the chief said. Ive been here for 53 years and been an officer for 31 years. The people were so nice, it was scary. The British group Mumford and Sons and a number of other bands performed on June 5 and June 6. At one point, there were 20,000 people camped on the beach, Boyd said. They are a class act, the chief said of the band. It was just a real professionally-run event. Boyd credited Borough Councilman Christopher Vaz with bringing the two-day show to Seaside and Ocean County Sheriff Michael G. Mastronardy for his security help. He really helped Seaside Heights, the chief said of the sheriff. The wet and cool weather didnt hurt either, Boyd said. It was a gift from God, he quipped.  Photo credit: Ocean County Sheriffs Department Facebook page.",0,8,5
153,153,"Thankfully, the boy has survived his injures. Regardless of what was going on in Mrs. Samreens life at the time, she had no right to inflict such extreme physical and emotional pain on a three-year-old boy, said DuPage County States Attorney Robert Berlin.",0,8,5
154,154,"DuPage County Sheriff John Zaruba announced his Manhunt Monday pick of the week, who is wanted out of Naperville on two no bond warrants for possession of a controlled substance. The Sheriffs Office is looking for Alyse Kribs, age 24. Kribs is wanted on two class 4 felonies for possession of a controlled substance. She is 5 feet 7 inches tall, 129 pounds with brown hair and hazel eyes. Her last known address was in the 2400 block of Kingsley Drive, Naperville, IL. If you have any information regarding the whereabouts of Kribs, contact the DuPage County Sheriffs Office at 630-407-2400. For more information on this fugitive and more, visit DuPage Countys Most Wanted. » News Alerts: Subscribe to a free Patch email newsletter in DuPage County: Naperville•Elmhurst • Wheaton • Downers Grove • Glen Ellyn • Woodridge • Lisle • Darien • Hinsdale-Clarendon Hills • Burr Ridge",0,8,5
155,155,"Someone stole Christmas lights from the front yard of a home in Hercules just after New Years Day, according to police. The petty theft was reported online on Tuesday just before noon. The reporting party indicated that four Christmas lights, valued at roughly $30, had been taken in the 100 block of Square Rigger Cove. The theft occurred sometime between midnight on New Years Day and 9:49 a.m. on Monday. Further details were not immediately available. — Bay City News; Image via Shutterstock Also See:",0,8,5
156,156,"Paterson police recovered more than 1,000 glassines of heroin during a narcotics raid at 8 North 4th Street on Tuesday. According to authorities, the raid resulted in the arrests of two Paterson men. Police arrested Floyd Bynum, 33, and charged him with possession of 500 glassines of heroin, sale of 500 glassines of heroin, sale within 1,000 feet of PS #4 and possession of marijuana. Authorities confiscated $3,520 from Bynum as drug proceeds. Police arrested Julius McCutchen, 28, and charged him with possession of 520 glassines of heroin, intent to distribute, intent to distribute within 1,000 feet of PS #4, possession of a loaded Glock 9 mm handgun, possession of hollow point bullets, possession of a large capacity magazine, possession of a handgun while distributing CDS, possession of stolen property and possession of drug paraphernalia. Authorities confiscated $342 from McCutchen as drug proceeds. The collaboration with the community has increased and continues to help remove both guns and drugs from our streets, Police Director Jerry Speziale stated in a release.",0,8,5
157,157,"A Sewell Avenue man has been identified as the victim of a New Years Eve stabbing here.Raymundo Merino-Ruiz, 27, died as a result of the stabbing, said Monmouth County Prosecutor Christopher J. Gramiccioni. Law enforcement officers continue to seek the publics help to obtain more information surrounding the New Years Eve stabbing death of Merino-Ruiz.The Monmouth County Prosecutors Office and Asbury Park Police are looking to speak with Fabian Vazquez-Quiroz in connection with the stabbing. The subject is only wanted for questioning and no charges are pending..Asbury Park police responded to a 911 call at 11:05 p.m. reporting a victim was stabbed. The victim was taken to Jersey Shore University Medical Center in Neptune where he was pronounced dead at 11:32 p.m.This is an active and ongoing investigation, authorities said. Anyone with information is urged to call Detective Patrick Petruzziello of the Monmouth County Prosecutors Office at 800-533-7443 or Detective Sgt. Daniel Kowsaluk of the Asbury Park Police Department at 732-774-1300.Anyone who feels the need to remain anonymous but who has information about a crime can contact the Monmouth County Crime Stoppers confidential telephone tip-line by calling 1-800-671-4400; can text MONMOUTH plus their tip to 274637 or, they can email a tip via the website at www.monmouthcountycrimestoppers.com. Monmouth County Crime Stoppers will pay up to $5,000 for information leading to the arrest of criminals and fugitives.Authorities continue to seek Fabian Vazquez-Quiroz for questioning. Photograph provided by Monmouth County Prosecutors Office.",0,8,5
158,158,"The local fire department credited bystanders with likely saving a life after a collision with a moose mangled a car on I-93. The two people in the car are lucky to be alive, the Campton Fire Department said. The crash occurred just before 11 p.m. on Saturday night. The car was driving north on I-93 when they struck the moose, forcing them off the road and into trees. The driver was able to get out of the vehicle, but the passenger was trapped. Bystanders helped lift the roof of the passenger and remove the person. Both people were wearing seatbelts, officials said. The driver suffered minor injuries and the passenger suffered serious injuries. The crash is being investigated. Courtesy photos",0,8,5
159,159,"NEWPORT, RI— Police arrested a 17-year-old Newport teen on Wednesday and charged him with Larceny under $1,500, which is a misdemeanor. The incident happened April 2 at 5 p.m., but it took detectives some time to identify the accused. His name is not being published because he is a juvenile. According to the arrest narrative, a tow truck driver was in the Park Holm parking lot on April 2 when he ran into a problem with a car owner and the owners friend. An argument started, and while the driver was dealing with the two people, he was not watching the truck. When he returned, he noticed his work tablet was gone. Police had a description of a suspect, and they eventually located the accused. He allegedly told police he did not know where the tablet was or who might have it now. I want to be honest, he said, according to the police narrative. He allegedly said he threw the tablet on the grass and walked away.",0,8,5
160,160,"A Mercer County Sheriffs Officer has been indicted by a state grand jury on charges that he illegally provided three photos of an underage suspect to a newspaper, Acting Attorney General John J. Hoffman said Christopher J. McKenna, 37, of Hamilton, was assigned to the Mercer County Criminal Courthouse before being initially charged in October and suspended. He was indicted on charges of second-degree official misconduct and second-degree wrongful access and disclosure of information. He allegedly illegally accessed a restricted law enforcement database to obtain three arrest photos of a child. Before accessing the database, a person must accept the websites terms of use, which includes a statement that reads, Information contained on this Website may only be used for law enforcement purposes. Except law enforcement agencies, information contained on this Website shall not be disseminated to any other individual or entity…. Unauthorized use of the Website may result in criminal prosecution. He then allegedly provided those photos to The Trentonian on or about Aug. 21, in violation of New Jersey law prohibiting public disclosure of juvenile court records. The newspaper then ran the three photos, along with the juveniles identity and identities of their three arrests. McKenna faces between three and five years in state prison and a fine of up to $15,000 if convicted.",0,8,5
161,161,"The time for candidates to officially place their names on the ballot for the city of Minneapolis election is here, and you can be one of them. Candidates filing for municipal offices, including mayor, City Council member, Board of Estimate and Taxation member, and Park and Recreation Board commissioners, opens Tuesday, Aug. 1, and run through Tuesday, Aug. 15. Candidates may withdraw no later than 5 p.m. Thursday, Aug. 17. In order to be eligible to hold elected office in Minnesota, a candidate must be eligible to vote in Minnesota, not have filed for the same or any other office on the ballot this coming election, be 21 or older upon assuming office, and have maintained residence for at least 30 days before the election. Potential candidates must file for office in person with Minneapolis Elections and Voter Services, located in Room 201 of City Hall, 350 Fifth St. S. Elections and Voter Services is open 8 a.m. to 4:30 p.m. Monday through Friday. On both Aug. 15 and 17, the office will remain open until 5 p.m. (For more local news, click here to sign up for real-time news alerts and newsletters from Minnesota Patch, click here to find your local Minnesota Patch. Also, follow us on Facebook, and if you have an iPhone, click here to get the free Patch iPhone app.) What candidates need to bring: What candidates can expect when filing for office: The filing fees are as follows: In lieu of a filing fee, candidates for municipal offices can submit a petition. The number of signatures required on the petition differs depending on the office sought. A list of the signature requirements can be found here. Throughout the candidate filing period, the citys election website will be updated with information about the candidate filings received to date. Once the full candidate filing and withdrawal period concludes, sample ballots will be created, according to a news release. Those sample ballots will be available for each precinct based upon voters home addresses through links on the citys website and also in the elections portion of the 311 mobile app. In addition to filing with the city, all city candidates must also complete and file a pre-primary campaign finance report with Hennepin County by 4:30 p.m. today, Aug. 1. This election uses ranked-choice voting Minneapolis voters will use ranked-choice voting this fall to elect a mayor and members of the City Council, Board of Estimate and Taxation, and Park and Recreation Board. Ranked-choice voting is a way of voting that eliminates the need for separate primary elections. Voters rank up to three candidates for each office. The ballot has three columns, and choices are made from left to right in those columns. Ranked-choice voting is used only for municipal elections in Minneapolis. Photo credit: AP Photo/Stephan Savoia",0,8,5
162,162,"A Florida missing child alert has been cancelled for a four-month-old baby boy. Knowledge Croskey had been last seen in the area of the 11000 block of SW 187th Terrace in Miami. Police said the child may have been with 41-year-old Heather Croskey. Police did not say why the child alert was canceled. Heather Croskey is described as black, 5 feet 10 inches tall with black eyes and brown hair. CBS 4 in Miami reported that the baby was located but that they were still searching for Heather Croskey, who they said was the childs mother. To report a tip, call the Florida Department of Law Enforcement or the Miami Police Department at 305-603-6300 or 9-1-1.",0,8,5
163,163,"Wednesday, Nov. 29 At 9:20 a.m., police received a report of a suspicious event in which a man was taking pictures of a person and of various houses on Jay Court. Officers could not locate the suspect. At 5:27 p.m., an 18-year-old Northport man was arrested for third-degree assault and fourth-degree criminal mischief following a domestic incident on Monroe Street. Friday, Dec. 1 At 3:23 p.m., police reported forgery/fraud in which someone attempted to cash a fraudulent check at TD Bank on Main Street. At 10:34 p.m., David Liegey, 51, of Greenlawn, was arrested for DWI and consumption of alcoholic beverages after police say he failed to signal a turn and was talking on his cell phone on Fort Salonga Road. Saturday, Dec. 2 At 7:53 a.m., police reported a Village Code violation in which someone was operating a drone at the Village Dock. Officers advised the individual of the Village ordinance and agreed to cease all activity. Sunday, Dec. 3 At 5:21 p.m., police reported a domestic dispute in which a family member walked into a Maple Avenue home, demanded money to pay the taxes on the house and refused to leave. Officers advised the woman to leave the property and she complied without incident. Image via Patch, Mugshot via Northport Police",0,8,5
164,164,"In case you missed any of the crime coverage from St. Peters Patch during the month of August, here the St. Peters crime stories published in September 2012. Roundups Police Blotter Accident Reports Police Blotters Police Blotters Police Blotters",0,8,5
165,165,"-- A New London man has been charged with a DUI after hitting a wall Tuesday, The Day reported. Alex Kamakani, 26, was charged after crashing into a stone wall off of Great Neck Road close to 8:45 p.m., The Day reported. Police also said he was driving with a suspended license. Kamakani was not injured in the crash, according to The Day. Police said he was driving under the influence of alcohol, not drugs.  Read the full story at The Day.",0,8,5
